"","nct_number","recruitment","interventions","gender","study_type","city","state_name","phase","cleaned_age","state_code","location","lat","lng"
"695768","NCT00141661","Completed","Drug","All","Interventional","San Diego","California","Not available","Adult, Senior","CA","San Diego , CA","32.715738","-117.1610838"
"695902","NCT00000171","Completed","Drug","All","Interventional","La Jolla","California","Not available","Adult, Senior","CA","La Jolla , CA","32.8328112","-117.2712717"
"695960","NCT02614131","Terminated","Drug","All","Interventional","Salt Lake City","Utah","Not available","Adult, Senior","UT","Salt Lake City , UT","40.7607793","-111.8910474"
"696026","NCT00000177","Completed","Drug","Female","Interventional","Jacksonville","Florida","Not available","Adult, Senior","FL","Jacksonville , FL","30.3321838","-81.655651"
"696097","NCT00000174","Completed","Drug","All","Interventional","Denver","Colorado","Not available","Adult, Senior","CO","Denver , CO","39.7392358","-104.990251"
"696151","NCT02129348","Recruiting","Drug","All","Interventional","New York","New York","Not available","Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"696387","NCT01020838","Completed","Drug","All","Interventional","Tampa","Florida","Not available","Adult, Senior","FL","Tampa , FL","27.950575","-82.4571776"
"696568","NCT02434666","Completed","Drug","All","Interventional","West Palm Beach","Florida","Not available","Adult, Senior","FL","West Palm Beach , FL","26.7153424","-80.0533746"
"696675","NCT00322036","Terminated","Drug","All","Interventional","Costa Mesa","California","Not available","Adult, Senior","CA","Costa Mesa , CA","33.6412156","-117.9188221"
"696735","NCT02576639","Completed","Drug","All","Interventional","Miami","Florida","Not available","Adult, Senior","FL","Miami , FL","25.7616798","-80.1917902"
"696962","NCT01548287","Completed","Drug","All","Interventional","Lomita","California","Not available","Adult, Senior","CA","Lomita , CA","33.7922392","-118.3150722"
"696976","NCT01767909","Active, not recruiting","Drug","All","Interventional","Irvine","California","Phase 3","Adult, Senior","CA","Irvine , CA","33.6845673","-117.8265049"
"697044","NCT00105547","Completed","Drug","All","Interventional","Mesa","Arizona","Not available","Adult, Senior","AZ","Mesa , AZ","33.4151843","-111.8314724"
"697052","NCT00857506","Completed","Drug","All","Interventional","Costa Mesa","California","Not available","Adult, Senior","CA","Costa Mesa , CA","33.6412156","-117.9188221"
"697112","NCT01230853","Completed","Drug","All","Interventional","Orlando","Florida","Not available","Adult, Senior","FL","Orlando , FL","28.5383355","-81.3792365"
"697241","NCT01584440","Completed","Drug","All","Interventional","Fresno","California","Not available","Adult, Senior","CA","Fresno , CA","36.7468422","-119.7725868"
"697297","NCT03322462","Not yet recruiting","Drug","All","Interventional","Bennington","Vermont","Not available","Adult, Senior","VT","Bennington , VT","42.8781345","-73.1967741"
"697391","NCT02051764","Completed","Drug","All","Interventional","Boston","Massachusetts","Not available","Adult, Senior","MA","Boston , MA","42.3600825","-71.0588801"
"697520","NCT01447719","Completed","Drug","All","Interventional","Little Rock","Arkansas","Not available","Adult, Senior","AR","Little Rock , AR","34.7464809","-92.2895948"
"697558","NCT01303744","Completed","Drug","All","Interventional","Monroe Twp","New Jersey","Not available","Adult, Senior","NJ","Monroe Twp , NJ","40.336419","-74.4330474"
"697561","NCT01079819","Completed","Drug","All","Interventional","Eatontown","New Jersey","Not available","Adult, Senior","NJ","Eatontown , NJ","40.2962222","-74.0509725"
"697618","NCT02859207","Completed","Drug","All","Interventional","Minneapolis","Minnesota","Not available","Adult, Senior","MN","Minneapolis , MN","44.977753","-93.2650108"
"697640","NCT00417482","Completed","Drug","All","Interventional","Norwalk","Connecticut","Not available","Adult, Senior","CT","Norwalk , CT","41.117744","-73.4081575"
"697673","NCT02446132","Recruiting","Drug","All","Interventional","Fayetteville","Arkansas","Not available","Adult, Senior","AR","Fayetteville , AR","36.082156","-94.1718542"
"697678","NCT02442765","Recruiting","Drug","All","Interventional","Long Beach","California","Not available","Adult, Senior","CA","Long Beach , CA","33.7700504","-118.1937395"
"697739","NCT02442778","Recruiting","Drug","All","Interventional","Glendale","California","Not available","Adult, Senior","CA","Glendale , CA","34.1425078","-118.255075"
"697787","NCT00857415","Completed","Drug","All","Interventional","Sun City","Arizona","Not available","Adult, Senior","AZ","Sun City , AZ","33.5975393","-112.2718239"
"697888","NCT01703702","Completed","Drug","All","Interventional","Scottsdale","Arizona","Not available","Adult, Senior","AZ","Scottsdale , AZ","33.4941704","-111.9260519"
"697912","NCT01602393","Completed","Drug","All","Interventional","Toms River","New Jersey","Not available","Adult, Senior","NJ","Toms River , NJ","39.9537358","-74.1979458"
"697982","NCT01421056","Completed","Drug","All","Interventional","Toms River","New Jersey","Not available","Adult, Senior","NJ","Toms River , NJ","39.9537358","-74.1979458"
"698052","NCT00325728","Completed","Drug","All","Interventional","Phoenix","Arizona","Not available","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"698265","NCT00160147","Terminated","Drug","All","Interventional","Long Beach","California","Not available","Adult, Senior","CA","Long Beach , CA","33.7700504","-118.1937395"
"698326","NCT01886820","Active, not recruiting","Drug","All","Interventional","Fort Myers","Florida","Not available","Adult, Senior","FL","Fort Myers , FL","26.640628","-81.8723084"
"698378","NCT02913664","Recruiting","Drug","All","Interventional","St. Louis","Missouri","Phase 3","Adult, Senior","MO","St. Louis , MO","38.6270025","-90.1994042"
"698445","NCT01812213","Active, not recruiting","Drug","All","Interventional","Miami Beach","Florida","Not available","Adult, Senior","FL","Miami Beach , FL","25.790654","-80.1300455"
"698490","NCT02910102","Active, not recruiting","Drug","All","Interventional","Temecula","California","Not available","Adult, Senior","CA","Temecula , CA","33.4936391","-117.1483648"
"698497","NCT00056329","Unknown status","Drug","All","Interventional","Atlanta","Georgia","Not available","Adult, Senior","GA","Atlanta , GA","33.7489954","-84.3879824"
"698633","NCT02346201","Recruiting","Drug","All","Interventional","New Haven","Connecticut","Not available","Child, Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"698798","NCT00095719","Completed","Drug","All","Interventional","Hialeah","Florida","Not available","Adult, Senior","FL","Hialeah , FL","25.8575963","-80.2781057"
"698887","NCT00010803","Completed","Drug","All","Interventional","Winston-Salem","North Carolina","Not available","Senior","NC","Winston-Salem , NC","36.0998596","-80.244216"
"698954","NCT01862640","Completed","Drug","All","Interventional","Bellflower","California","Not available","Adult, Senior","CA","Bellflower , CA","33.8816818","-118.1170117"
"698964","NCT01922258","Completed","Drug","All","Interventional","Long Beach","California","Not available","Adult, Senior","CA","Long Beach , CA","33.7700504","-118.1937395"
"699025","NCT02727699","Recruiting","Drug","All","Interventional","Sacramento","California","Not available","Adult, Senior","CA","Sacramento , CA","38.5815719","-121.4943996"
"699062","NCT01518374","Completed","Drug","All","Interventional","Davis","California","Not available","Adult, Senior","CA","Davis , CA","38.5449065","-121.7405167"
"699063","NCT02278367","Recruiting","Drug","All","Interventional","Las Vegas","Nevada","Not available","Adult, Senior","NV","Las Vegas , NV","36.1699412","-115.1398296"
"699143","NCT00056524","Completed","Drug","All","Interventional","Los Angeles","California","Not available","Adult, Senior","CA","Los Angeles , CA","34.0522342","-118.2436849"
"699262","NCT02720445","Recruiting","Drug","All","Interventional","D.C.","District of Columbia","Not available","Adult, Senior","DC","D.C. , DC","38.9071923","-77.0368707"
"699290","NCT02248636","Recruiting","Drug","All","Interventional","Seattle","Washington","Phase 3","Adult, Senior","WA","Seattle , WA","47.6062095","-122.3320708"
"699356","NCT00242593","Unknown status","Drug","All","Interventional","Seattle/Tacoma","Washington","Not available","Adult, Senior","WA","Seattle/Tacoma , WA","47.4502499","-122.3088165"
"699357","NCT00545974","Completed","Drug","All","Interventional","Jacksonville","Florida","Not available","Adult, Senior","FL","Jacksonville , FL","30.3321838","-81.655651"
"699428","NCT02708186","Recruiting","Drug","All","Interventional","Sun City","Arizona","Not available","Adult, Senior","AZ","Sun City , AZ","33.5975393","-112.2718239"
"699529","NCT02871427","Enrolling by invitation","Drug","All","Interventional","Ocala","Florida","Not available","Adult, Senior","FL","Ocala , FL","29.1871986","-82.1400923"
"699572","NCT00040443","Completed","Drug","All","Interventional","Los Angeles","California","Not available","Adult, Senior","CA","Los Angeles , CA","34.0522342","-118.2436849"
"699691","NCT00297414","Completed","Other","All","Observational","Northridge","California","Not available","Child, Adult, Senior","CA","Northridge , CA","34.2381251","-118.530123"
"699701","NCT03325556","Recruiting","Drug","All","Interventional","Miami","Florida","Not available","Adult, Senior","FL","Miami , FL","25.7616798","-80.1917902"
"699928","NCT01482351","Completed","Device","All","Interventional","Fairfax","Virginia","Not available","Adult, Senior","VA","Fairfax , VA","38.8462236","-77.3063733"
"699929","NCT00076440","Completed","Drug","Male","Interventional","Hamden","Connecticut","Not available","Adult, Senior","CT","Hamden , CT","41.3838782","-72.9026064"
"699960","NCT00088673","Unknown status","Drug","All","Interventional","Fresno","California","Not available","Adult, Senior","CA","Fresno , CA","36.7468422","-119.7725868"
"700016","NCT00051909","Completed","Drug","All","Interventional","Fort Lauderdale","Florida","Not available","Adult, Senior","FL","Fort Lauderdale , FL","26.1224386","-80.1373174"
"700036","NCT00007189","Completed","Drug","All","Interventional","Boston","Massachusetts","Not available","Senior","MA","Boston , MA","42.3600825","-71.0588801"
"700165","NCT00762411","Completed","Drug","All","Interventional","Laguna Hills","California","Not available","Adult, Senior","CA","Laguna Hills , CA","33.5916433","-117.6986604"
"700198","NCT01254448","Completed","Drug","All","Interventional","Miami Springs","Florida","Not available","Adult, Senior","FL","Miami Springs , FL","25.8223198","-80.289495"
"700214","NCT02220738","Terminated","Drug","All","Interventional","Salt Lake City","Utah","Not available","Adult, Senior","UT","Salt Lake City , UT","40.7607793","-111.8910474"
"700280","NCT00912288","Terminated","Drug","All","Interventional","Los Alamitos","California","Not available","Adult, Senior","CA","Los Alamitos , CA","33.8032009","-118.0718894"
"700302","NCT00555204","Terminated","Drug","All","Interventional","San Diego","California","Not available","Adult, Senior","CA","San Diego , CA","32.715738","-117.1610838"
"700436","NCT00663936","Completed","Drug","All","Interventional","Rancho Mirage","California","Not available","Adult, Senior","CA","Rancho Mirage , CA","33.739744","-116.41279"
"700455","NCT02079909","Completed","Drug","All","Interventional","Fullerton","California","Not available","Adult, Senior","CA","Fullerton , CA","33.8703645","-117.9242123"
"700475","NCT02565511","Recruiting","Biological","All","Interventional","Costa Mesa","California","Phase 3","Adult, Senior","CA","Costa Mesa , CA","33.6412156","-117.9188221"
"700535","NCT00381238","Completed","Drug","All","Interventional","Belmont","Massachusetts","Not available","Adult, Senior","MA","Belmont , MA","42.3956405","-71.1776114"
"700551","NCT00040378","Unknown status","Drug","Male","Interventional","Chula Vista","California","Not available","Adult, Senior","CA","Chula Vista , CA","32.6400541","-117.0841955"
"700552","NCT01767311","Active, not recruiting","Drug","All","Interventional","Carson","California","Not available","Adult, Senior","CA","Carson , CA","33.8316745","-118.281693"
"700565","NCT00000178","Completed","Drug","All","Interventional","Jacksonville","Florida","Not available","Child, Adult, Senior","FL","Jacksonville , FL","30.3321838","-81.655651"
"700636","NCT00053599","Completed","Drug","All","Interventional","Irvine","California","Not available","Adult, Senior","CA","Irvine , CA","33.6845673","-117.8265049"
"700704","NCT00675623","Completed","Drug","All","Interventional","Rancho Mirage","California","Not available","Adult, Senior","CA","Rancho Mirage , CA","33.739744","-116.41279"
"700723","NCT00710684","Completed","Drug","All","Interventional","San Francisco","California","Not available","Adult, Senior","CA","San Francisco , CA","37.7749295","-122.4194155"
"700850","NCT02586909","Enrolling by invitation","Drug","All","Interventional","Santa Ana","California","Not available","Adult, Senior","CA","Santa Ana , CA","33.7454725","-117.867653"
"700893","NCT00722046","Completed","Biological","All","Interventional","South Miami","Florida","Not available","Adult, Senior","FL","South Miami , FL","25.7050697","-80.2907618"
