"nct_number","locnum","state","city","institution"
"NCT01127633",6," California"," Laguna Hills"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",7," California"," Lomita"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",8," California"," Los Angeles"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",9," California"," Oxnard"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",10," California"," San Diego"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",11," California"," San Francisco"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",12," California"," Santa Ana"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",13," California"," Santa Monica"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",14," Colorado"," Denver"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",15," Connecticut"," Fairfield"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",16," Connecticut"," Hamden"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",17," Connecticut"," New Haven"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",18," Connecticut"," Norwalk"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",19," Delaware"," Newark"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",20," District of Columbia"," Washington"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",21," Florida"," Boca Raton"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",22," Florida"," Fort Myers"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",23," Florida"," Hollywood"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",24," Florida"," Miami Springs"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",25," Florida"," Miami"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",26," Florida"," Orange City"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",27," Florida"," Orlando"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",28," Florida"," Sunrise"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",29," Florida"," Tampa Bay"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",30," Florida"," Tampa"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",31," Georgia"," Atlanta"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",32," Georgia"," Canton"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",33," Georgia"," Decatur"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",34," Indiana"," Indianapolis"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",35," Kentucky"," Lexington"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",36," Maryland"," Baltimore"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",37," Maryland"," Rockville"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",38," Massachusetts"," Belmont"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",39," Michigan"," Traverse City"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",40," Missouri"," Creve Coeur"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",41," New Mexico"," Albuquerque"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",42," New York"," Albany"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",43," New York"," Amherst"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",44," New York"," Brooklyn"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",45," New York"," Latham"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",46," New York"," New York"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",47," New York"," Staten Island"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",48," North Carolina"," Raleigh"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",49," North Carolina"," Winston-Salem"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",50," Ohio"," Beachwood"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",51," Ohio"," Toledo"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",52," Oklahoma"," Oklahoma City"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",53," Oregon"," Eugene"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",54," Oregon"," Portland"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",55," Pennsylvania"," Philadelphia"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",56," Rhode Island"," East Providence"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",57," South Carolina"," Charleston"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",58," South Carolina"," Greer"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT01127633",59," South Dakota"," Sioux Falls"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
